recency,frequency,monetary,actual_churn,churn_probability,high_risk,priority_score,retention_action
136,12,1745.09,1,0.9456793378430416,1,1650.2955556765135,Discount Email / Push Notification
734,1,231.90000000000003,1,1.0,1,231.90000000000003,Discount Email / Push Notification
497,3,973.73,1,0.9999999999993556,1,973.7299999993726,Discount Email / Push Notification
46,7,7600.05,0,0.023580487903231567,0,179.21288708895509,No Action
137,3,1578.89,1,0.9428301396333614,1,1488.625079165718,Discount Email / Push Notification
58,3,447.92,0,0.06299957068147197,0,28.218767699644925,No Action
58,14,2499.68,0,0.06851573470472115,0,171.26741172669736,No Action
138,2,562.9,1,0.9474825632452376,1,533.3379348507442,Discount Email / Push Notification
188,2,506.8,1,0.9983430401486955,1,505.9602527473589,Discount Email / Push Notification
84,4,1571.01,0,0.28917201822908045,0,454.2921323580677,No Action
392,1,253.37,1,0.9999999989784869,1,253.36999974117924,Discount Email / Push Notification
10,29,6733.22,0,0.002727340369177225,0,18.363782720551473,No Action
173,1,178.52,1,0.9952541763825614,1,177.67277556781488,Discount Email / Push Notification
46,14,2852.61,0,0.030379480036807783,0,86.66080854779825,No Action
45,3,1118.95,0,0.025736156588107146,0,28.797472414262494,No Action
119,5,1824.49,1,0.8265122276504485,1,1507.9632942259668,Discount Email / Push Notification
9,8,1212.05,0,0.002261417880451208,0,2.7409515420008863,No Action
388,3,891.02,1,0.9999999986577375,1,891.0199988040172,Discount Email / Push Notification
358,2,412.06,1,0.9999999890137069,1,412.0599954729881,Discount Email / Push Notification
133,6,2494.14,1,0.9265523681524691,1,2310.9513235037994,Discount Email / Push Notification
0,10,2622.39,0,0.001182239237252429,0,3.100292353378397,No Action
7,7,2761.49,0,0.0018399145518572823,0,5.080905635808366,No Action
52,1,197.13,0,0.04145604478401875,0,8.172230108273617,No Action
408,1,732.94,1,0.9999999996620037,1,732.939999752269,Discount Email / Push Notification
416,1,236.11,1,0.9999999998103255,1,236.10999995521595,Discount Email / Push Notification
448,1,295.83,1,0.9999999999798519,1,295.82999999403955,Discount Email / Push Notification
9,1,133.5,0,0.002119839076561159,0,0.28299851672091475,No Action
610,1,405.0,1,0.9999999999999998,1,404.9999999999999,Discount Email / Push Notification
15,7,523.3,0,0.0034703547635418688,0,1.8160366477614598,No Action
79,18,6515.88,0,0.22898598645948354,0,1492.0452094516197,No Action
11,14,2175.88,0,0.002745561844486611,0,5.974013106181527,No Action
59,2,619.85,0,0.06601226220317212,0,40.91770072663624,No Action
144,7,1932.41,1,0.9657634084596217,1,1866.2508681414577,Discount Email / Push Notification
10,22,16410.15,0,0.00178333625929017,0,29.264815515390588,No Action
385,2,895.76,1,0.9999999983190866,1,895.759998494305,Discount Email / Push Notification
317,2,1345.22,1,0.9999997989903737,1,1345.2197295978306,Discount Email / Push Notification
41,4,2148.63,0,0.019181470278972716,0,41.213882485509146,No Action
276,1,117.55,1,0.9999965298385346,1,117.54959208251974,Discount Email / Push Notification
22,14,2826.14,0,0.005792391770220853,0,16.37011007749196,No Action
158,2,665.78,1,0.9865048349455473,1,656.7951890100464,Discount Email / Push Notification
7,3,1509.09,0,0.0018113494973526528,0,2.7334894129599148,No Action
14,1,318.17,0,0.002988965213841529,0,0.9509990620879593,No Action
113,7,2900.58,1,0.7564027054987498,1,2194.0065595155634,Discount Email / Push Notification
262,2,819.45,1,0.9999906519810362,1,819.4423397658602,Discount Email / Push Notification
1,16,4850.27,0,0.0012830383594813865,0,6.223082463841785,No Action
590,1,234.75000000000003,1,0.9999999999999991,1,234.74999999999983,Discount Email / Push Notification
722,1,323.25,1,1.0,1,323.25,Discount Email / Push Notification
44,4,1076.8,0,0.024409412371728962,0,26.284055241877745,No Action
469,3,584.25,1,0.9999999999954678,1,584.2499999973521,Discount Email / Push Notification
529,1,259.68,1,0.9999999999999314,1,259.6799999999822,Discount Email / Push Notification
551,7,2774.0,1,0.9999999999999853,1,2773.9999999999595,Discount Email / Push Notification
240,3,790.72,1,0.999956938561511,1,790.685950459358,Discount Email / Push Notification
437,1,11880.84,1,0.9999999999357108,1,11880.83999923619,Personal Call + Premium Offer
88,3,1090.59,0,0.3504216170791257,0,382.1663113703237,No Action
266,1,914.93,1,0.9999928130013178,1,914.9234243992956,Discount Email / Push Notification
23,17,25775.71,0,0.0030116281520552656,0,77.62685387521243,No Action
32,7,2467.35,0,0.01063367292453231,0,26.236992890344794,No Action
459,2,827.25,1,0.9999999999906528,1,827.2499999922676,Discount Email / Push Notification
276,2,1857.83,1,0.9999963738065102,1,1857.8232631489489,Discount Email / Push Notification
406,2,101.1,1,0.9999999996247235,1,101.09999996205954,Discount Email / Push Notification
9,9,6025.5,0,0.0019526200113851098,0,11.765511878600979,No Action
0,11,3064.67,0,0.0011817471001095445,0,3.621664885292718,No Action
75,1,272.22,0,0.17795249552260278,0,48.44222833116294,No Action
42,3,672.8,0,0.021264866248380535,0,14.307002011910424,No Action
674,1,517.8,1,1.0,1,517.8,Discount Email / Push Notification
51,1,38.45,0,0.03895600872877974,0,1.497858535621581,No Action
463,2,1950.95,1,0.9999999999926679,1,1950.9499999856955,Discount Email / Push Notification
396,2,417.3,1,0.9999999992352193,1,417.299999680857,Discount Email / Push Notification
736,1,132.55,1,1.0,1,132.55,Discount Email / Push Notification
0,5,2919.65,0,0.0010891394962395469,0,3.179906130195793,No Action
89,4,4782.45,0,0.3415173171890947,0,1633.289493590986,No Action
29,2,354.42,0,0.008623069347159696,0,3.0561882380203396,No Action
413,3,660.28,1,0.9999999997693079,1,660.2799998476786,Discount Email / Push Notification
191,2,591.85,1,0.9986531672578576,1,591.0528770415631,Discount Email / Push Notification
253,3,597.78,1,0.9999828075424292,1,597.7697226927133,Discount Email / Push Notification
22,1,30.0,0,0.005276971649840291,0,0.15830914949520875,No Action
636,1,405.0,1,1.0,1,405.0,Discount Email / Push Notification
480,2,422.86,1,0.9999999999978857,1,422.859999999106,Discount Email / Push Notification
33,13,2899.11,0,0.012238760376337204,0,35.48151259464295,No Action
43,6,2249.52,0,0.0225610481571356,0,50.75152905043967,No Action
50,9,3037.61,0,0.03693505272231007,0,112.19428549981629,No Action
422,2,2085.61,1,0.999999999869396,1,2085.609999727611,Discount Email / Push Notification
9,4,896.66,0,0.002157544995739197,0,1.9345842958795085,No Action
51,8,6427.66,0,0.03492379347728093,0,224.47827038217955,No Action
145,11,3056.81,1,0.9686207699563638,1,2960.8896558103124,Personal Call + Premium Offer
390,1,157.63,1,0.9999999988284425,1,157.62999981532738,Discount Email / Push Notification
618,1,390.69,1,0.9999999999999998,1,390.6899999999999,Discount Email / Push Notification
78,8,2999.04,0,0.212417263231817,0,637.0478691227485,No Action
133,1,244.8,1,0.9267805415893009,1,226.87587658106088,Discount Email / Push Notification
232,1,73.5,1,0.9999241749613089,1,73.4944268596562,Discount Email / Push Notification
161,1,203.86,1,0.9890489314290374,1,201.62751516112357,Discount Email / Push Notification
596,2,465.53,1,0.9999999999999993,1,465.5299999999997,Discount Email / Push Notification
65,4,649.53,0,0.09966291029405838,0,64.73405012329974,No Action
28,8,1080.05,0,0.008555626273797141,0,9.240504157014602,No Action
10,15,6560.02,0,0.0022426057311141683,0,14.711538448223568,No Action
28,10,1249.62,0,0.008754366606559141,0,10.939631598888433,No Action
65,2,711.5,0,0.09692125071592894,0,68.95946988438344,No Action
316,4,1772.49,1,0.9999997874941561,1,1772.4896233355166,Discount Email / Push Notification
171,2,696.68,1,0.9945273620317017,1,692.8673225802459,Discount Email / Push Notification
10,1,546.04,0,0.0022423006519649196,0,1.2243858479989247,No Action
14,20,7434.31,0,0.003095972768094676,0,23.016421309573932,No Action
63,5,2100.6,0,0.08505904697416866,0,178.6750340739387,No Action
64,3,273.35,0,0.09339164464043077,0,25.528606062461755,No Action
56,7,790.86,0,0.05767002000983798,0,45.60891202498046,No Action
24,7,3850.79,0,0.005820550184180964,0,22.413716443742214,No Action
21,15,11122.3,0,0.00415386307118369,0,46.20051123662635,No Action
59,2,2155.95,0,0.06290376557899732,0,135.61737340003927,No Action
156,3,351.67,1,0.9848806408763129,1,346.352974976973,Discount Email / Push Notification
21,11,2298.33,0,0.0052665469424125035,0,12.104262834154929,No Action
405,2,1273.47,1,0.9999999995813047,1,1273.4699994668042,Discount Email / Push Notification
177,6,1507.26,1,0.9965080590592396,1,1501.9967370976294,Discount Email / Push Notification
81,5,6263.75,0,0.22220188885332642,0,1391.8170813050233,No Action
17,1,161.67000000000002,0,0.0037056358223800244,0,0.5990901434041787,No Action
404,1,1192.2,1,0.9999999995456015,1,1192.1999994582661,Discount Email / Push Notification
8,24,14103.09,0,0.0017238697518497418,0,24.311890258614575,No Action
183,5,1013.35,1,0.9977096032422141,1,1011.0290264454977,Discount Email / Push Notification
4,42,18066.4,0,0.0014784101621758334,0,26.70954935393348,No Action
58,3,859.35,0,0.062189313175658414,0,53.44238627750206,No Action
23,2,148.86,0,0.005717201014328793,0,0.8510625429929842,No Action
41,21,34281.18,0,0.008428614851194456,0,288.9428628644704,No Action
310,4,916.55,1,0.9999996854859209,1,916.5497117321207,Discount Email / Push Notification
39,4,782.37,0,0.017483686914168354,0,13.678712131037894,No Action
6,2,584.07,0,0.0017171305109791957,0,1.0029244175476189,No Action
71,7,1916.11,0,0.14437529666012153,0,276.63894968342544,No Action
722,1,342.36,1,1.0,1,342.36,Discount Email / Push Notification
17,12,2301.87,0,0.004040587828237275,0,9.300907904184536,No Action
56,3,1003.88,0,0.05424470193922989,0,54.4551713827541,No Action
598,1,337.4,1,0.9999999999999996,1,337.3999999999998,Discount Email / Push Notification
28,12,2741.74,0,0.008572083657771816,0,23.502424647859296,No Action
3,8,2767.9,0,0.001410348226303505,0,3.903702855585472,No Action
22,26,9026.11,0,0.0055944934147688025,0,50.49651295597884,No Action
22,17,7885.85,0,0.005107421201410412,0,40.2763574811423,No Action
8,44,22310.49,0,0.0017465320888793137,0,38.96598670362104,No Action
84,4,2497.88,0,0.2828196566458954,0,706.4495639426493,No Action
372,1,417.94,1,0.9999999958236614,1,417.939998254541,Discount Email / Push Notification
218,2,610.59,1,0.9997968918019651,1,610.4659841653619,Discount Email / Push Notification
133,5,2398.91,1,0.9257843643024278,1,2220.873369368737,Discount Email / Push Notification
37,29,7240.98,0,0.01754658071106712,0,127.0544399972228,No Action
17,11,3387.43,0,0.0038409798826645448,0,13.011050483934358,No Action
233,4,731.26,1,0.9999307933027193,1,731.2093919105465,Discount Email / Push Notification
0,4,2531.58,0,0.001087614565579039,0,2.7533832819285835,No Action
111,1,139.26,1,0.7308439733338716,1,101.77733172647496,Discount Email / Push Notification
11,6,1016.08,0,0.0025438879381279875,0,2.5847936561730855,No Action
578,1,214.71,1,0.9999999999999978,1,214.70999999999952,Discount Email / Push Notification
247,5,560.63,1,0.9999745898617343,1,560.6157543141841,Discount Email / Push Notification
732,1,209.41,1,1.0,1,209.41,Discount Email / Push Notification
184,3,1132.99,1,0.9977931891013601,1,1130.48970531995,Discount Email / Push Notification
633,2,1439.61,1,1.0,1,1439.61,Discount Email / Push Notification
75,1,302.2,0,0.17780534514725943,0,53.732775303501796,No Action
31,4,2128.23,0,0.0096121255439598,0,20.456813946421565,No Action
453,2,1288.72,1,0.9999999999855405,1,1288.7199999813656,Discount Email / Push Notification
322,7,1619.97,1,0.9999998670757485,1,1619.9697846667004,Discount Email / Push Notification
40,6,615.08,0,0.019374229323637932,0,11.91670097238322,No Action
406,1,473.0,1,0.9999999996144877,1,472.9999998176527,Discount Email / Push Notification
105,16,5861.52,1,0.6462225820228505,0,3787.8465889785793,No Action
8,12,2783.83,0,0.0021190320567488633,0,5.899025010539188,No Action
2,7,3410.81,0,0.0012685077888628278,0,4.326639051331222,No Action
15,3,687.0699999999999,0,0.003258483624609221,0,2.2388063439602575,No Action
269,5,1509.34,1,0.999994392409667,1,1509.3315362396067,Discount Email / Push Notification
14,6,1803.1,0,0.0030561580168121686,0,5.510558520114021,No Action
286,4,511.25,1,0.9999983300049913,1,511.2491462150518,Discount Email / Push Notification
18,5,1125.15,0,0.004075476671268584,0,4.585522576677848,No Action
213,5,1890.57,1,0.9997117039174368,1,1890.0249560751884,Discount Email / Push Notification
6,3,735.82,0,0.001733206023528815,0,1.2753276562329727,No Action
441,1,167.13,1,0.9999999999672236,1,167.12999999452208,Discount Email / Push Notification
1,10,1908.25,0,0.0012987394507567023,0,2.4783195569064773,No Action
394,1,80.28,1,0.9999999991173154,1,80.27999992913809,Discount Email / Push Notification
564,1,91.8,1,0.9999999999999942,1,91.79999999999947,Discount Email / Push Notification
70,2,190.25,0,0.13426547983689047,0,25.544007538968412,No Action
17,12,4357.91,0,0.003772173624140658,0,16.438793158378814,No Action
29,4,1142.99,0,0.008643508222329172,0,9.87944346304002,No Action
169,4,541.9,1,0.993917839452023,1,538.6040771990513,Discount Email / Push Notification
590,2,400.95,1,0.9999999999999991,1,400.94999999999965,Discount Email / Push Notification
336,4,367.01,1,0.9999999501424426,1,367.00998170177786,Discount Email / Push Notification
64,2,583.75,0,0.09130910129240902,0,53.30168787944376,No Action
652,1,4376.25,1,1.0,1,4376.25,Personal Call + Premium Offer
57,6,3097.64,0,0.05650092200210239,0,175.01951603059243,No Action
403,1,136.01,1,0.9999999995295656,1,136.00999993601621,Discount Email / Push Notification
47,1,490.52,0,0.0292756741128729,0,14.360303665846414,No Action
2,19,9947.48,0,0.0012112297565549986,0,12.048683778735718,No Action
387,1,110.7,1,0.9999999985563812,1,110.69999984019141,Discount Email / Push Notification
58,14,3479.64,0,0.06644614184513614,0,231.20865301000953,No Action
282,10,2119.27,1,0.9999978601186087,1,2119.2654650135637,Discount Email / Push Notification
1,5,534.0600000000001,0,0.0012654299215960026,0,0.6758155039275613,No Action
408,2,607.0,1,0.9999999996682505,1,606.9999997986281,Discount Email / Push Notification
49,2,603.71,0,0.033882253994366264,0,20.45505555893886,No Action
185,1,394.14,1,0.9979339985328285,1,393.325706181729,Discount Email / Push Notification
129,1,919.61,1,0.9033558770891756,1,830.7350981299768,Discount Email / Push Notification
266,1,266.0,1,0.9999929678440673,1,265.9981294465219,Discount Email / Push Notification
185,1,247.44,1,0.9979441252274568,1,246.9312943462819,Discount Email / Push Notification
296,1,826.53,1,0.999999125957952,1,826.529277578026,Discount Email / Push Notification
3,6,1758.93,0,0.001417420863152827,0,2.493144078825402,No Action
477,2,600.34,1,0.999999999997375,1,600.3399999984241,Discount Email / Push Notification
121,3,976.06,1,0.8456641592851997,1,825.418959311912,Discount Email / Push Notification
41,1,338.8,0,0.01951275561203295,0,6.610921601356763,No Action
422,1,63.66,1,0.9999999998761919,1,63.65999999211837,Discount Email / Push Notification
46,1,278.3,0,0.027537199439185,0,7.663602603925185,No Action
399,2,326.25,1,0.9999999993822157,1,326.2499997984479,Discount Email / Push Notification
210,5,2046.34,1,0.9996423550150809,1,2045.6081367615607,Discount Email / Push Notification
53,5,1363.64,0,0.04512724155064796,0,61.5373116681256,No Action
154,2,159.2,1,0.9825071283883058,1,156.41513483941827,Discount Email / Push Notification
156,2,513.32,1,0.9845821471058618,1,505.40570775238103,Discount Email / Push Notification
385,1,295.13,1,0.9999999983286934,1,295.12999950674725,Discount Email / Push Notification
15,2,388.52,0,0.003244200752908113,0,1.26043687651986,No Action
85,1,659.44,0,0.3011211294499266,0,198.5713176044596,No Action
7,82,91194.49,0,0.0002794928216994791,0,25.48820533354493,No Action
183,3,814.5,1,0.9976583520666258,1,812.5927277582667,Discount Email / Push Notification
32,9,4314.9800000000005,0,0.010290433202977215,0,44.40301346218263,No Action
392,1,259.17,1,0.9999999989782882,1,259.16999973520296,Discount Email / Push Notification
168,8,1747.91,1,0.9935895572290098,1,1736.7051229761585,Discount Email / Push Notification
27,1,191.04,0,0.007436723340925012,0,1.4207116270503144,No Action
105,1,353.86,1,0.6389749826221455,0,226.1076873506724,No Action
73,14,1757.95,0,0.17757695899856765,0,312.171415071532,No Action
78,1,194.37,0,0.2112720791065351,0,41.064954015937225,No Action
723,1,161.6,1,1.0,1,161.6,Discount Email / Push Notification
3,18,3505.61,0,0.0015891101805714381,0,5.57080054011304,No Action
18,3,807.57,0,0.004002283136229886,0,3.232123792325169,No Action
168,2,885.19,1,0.9932119865159755,1,879.1813183440764,Discount Email / Push Notification
28,1,139.10000000000002,0,0.007986486506422716,0,1.1109202730433998,No Action
150,4,2027.87,1,0.9761986728591869,1,1979.6040027309593,Discount Email / Push Notification
443,2,604.33,1,0.9999999999715059,1,604.3299999827802,Discount Email / Push Notification
26,6,1686.28,0,0.007089406031114915,0,11.954723602148459,No Action
1,20,5800.42,0,0.0013165539083478258,0,7.636565621058896,No Action
73,5,1312.21,0,0.16141471896384785,0,211.8100083715508,No Action
51,1,112.46,0,0.03886311630227565,0,4.370546059353919,No Action
60,2,324.24,0,0.0711227255404415,0,23.06083252923275,No Action
39,3,1233.36,0,0.016983005415242166,0,20.946159558943076,No Action
314,2,779.5699999999999,1,0.9999997565865502,1,779.5698102421768,Discount Email / Push Notification
553,1,65.05,1,0.9999999999999873,1,65.04999999999917,Discount Email / Push Notification
63,1,600.39,0,0.08448814892962896,0,50.72583973585993,No Action
18,4,870.09,0,0.004051732708787569,0,3.5253721125889763,No Action
3,6,1545.62,0,0.0014275907163194307,0,2.2065127629576384,No Action
402,2,190.47,1,0.999999999501707,1,190.46999990509013,Discount Email / Push Notification
432,1,601.03,1,0.999999999937482,1,601.0299999624248,Discount Email / Push Notification
323,3,418.82,1,0.9999998739039583,1,418.8199471884558,Discount Email / Push Notification
287,4,2094.57,1,0.9999983581373196,1,2094.566561003686,Discount Email / Push Notification
16,1,199.48,0,0.003451158185120034,0,0.6884370347677443,No Action
326,12,3685.49,1,0.9999998998727209,1,3685.4896309819137,Personal Call + Premium Offer
4,2,382.67,0,0.0015028544804737151,0,0.5750973240428766,No Action
468,1,450.16,1,0.9999999999950189,1,450.1599999977577,Discount Email / Push Notification
422,2,286.6,1,0.9999999998770488,1,286.5999999647622,Discount Email / Push Notification
289,3,1224.18,1,0.9999985939516721,1,1224.178278743758,Discount Email / Push Notification
22,4,423.8,0,0.0054371608185368415,0,2.3042687548959133,No Action
276,1,162.70000000000002,1,0.999996524575884,1,162.69943454849633,Discount Email / Push Notification
303,1,133.35,1,0.9999994773333415,1,133.34993030240108,Discount Email / Push Notification
547,1,161.94,1,0.9999999999999807,1,161.93999999999687,Discount Email / Push Notification
113,11,4497.47,1,0.7571598041836513,1,3405.303504521846,Personal Call + Premium Offer
548,2,1147.02,1,0.9999999999999816,1,1147.0199999999788,Discount Email / Push Notification
3,25,12287.5,0,0.001309565612794512,0,16.091287467212567,No Action
29,15,1621.2800000000002,0,0.00995560312485285,0,16.140820234261433,No Action
44,1,229.64,0,0.024058284343158116,0,5.52474441656283,No Action
360,1,250.04,1,0.9999999903652587,1,250.03999759092926,Discount Email / Push Notification
23,2,3718.8,0,0.005074889975437242,0,18.872500840656016,No Action
240,5,1597.77,1,0.9999570146154692,1,1597.7013192421582,Discount Email / Push Notification
22,6,6373.68,0,0.00458718622148511,0,29.237257076155217,No Action
16,23,15587.88,0,0.002829927063434439,0,44.11256347356842,No Action
49,23,6860.18,0,0.03706177971904069,0,254.2504799929686,No Action
325,1,107.45,1,0.9999998883704422,1,107.44998800540401,Discount Email / Push Notification
416,3,800.1800000000001,1,0.9999999998121984,1,800.179999849725,Discount Email / Push Notification
29,6,3144.04,0,0.008321364369827753,0,26.16270243331325,No Action
150,2,486.8200000000001,1,0.9767242587336333,1,475.4889036367075,Discount Email / Push Notification
12,11,5617.79,0,0.002513167369089836,0,14.11844651439919,No Action
337,5,852.21,1,0.9999999534328119,1,852.2099603149767,Discount Email / Push Notification
2,5,2212.28,0,0.0012829965920269101,0,2.838347700609293,No Action
21,43,15763.45,0,0.0053178570880739184,0,83.82777431499882,No Action
512,4,1182.38,1,0.9999999999997766,1,1182.379999999736,Discount Email / Push Notification
30,8,1840.86,0,0.009585740564983547,0,17.64600637645561,No Action
255,3,478.53,1,0.9999851171734618,1,478.5228781210167,Discount Email / Push Notification
25,5,600.07,0,0.00675871474528401,0,4.055701957202576,No Action
79,1,507.84,0,0.22137619335710615,0,112.42368603447278,No Action
2,60,175603.55,0,8.432588448917325e-06,0,1.4807924673188757,No Action
74,2,482.47,0,0.1689563463400979,0,81.51636841870705,No Action
65,8,2995.91,0,0.097790613893597,0,292.9718780699662,No Action
73,8,1970.67,0,0.16430261714443478,0,323.7862385280233,No Action
242,1,185.65,1,0.9999622525635431,1,185.64299218842177,Discount Email / Push Notification
401,2,882.47,1,0.9999999994529472,1,882.4699995172423,Discount Email / Push Notification
18,2,357.20000000000005,0,0.004005028158065612,0,1.4305960580610366,No Action
18,3,641.82,0,0.004024520744672788,0,2.583017904345889,No Action
279,3,609.5699999999999,1,0.9999972227354482,1,609.5683070628471,Discount Email / Push Notification
81,3,508.51,0,0.25188784289647775,0,128.0874869912879,No Action
58,6,1114.54,0,0.06424516870767681,0,71.60381033145411,No Action
35,2,741.54,0,0.01290872663709877,0,9.57233715047422,No Action
616,1,379.2,1,0.9999999999999998,1,379.19999999999993,Discount Email / Push Notification
186,1,110.55,1,0.9980918701620557,1,110.33905624641525,Discount Email / Push Notification
393,8,2113.16,1,0.9999999990837067,1,2113.1599980637257,Discount Email / Push Notification
37,21,7239.92,0,0.015664346383364267,0,113.40861466784662,No Action
24,6,964.39,0,0.0063176365294204395,0,6.092665492607778,No Action
1,35,24775.81,0,0.0008650233031566771,0,21.431653004582234,No Action
28,9,2856.72,0,0.00818058310413271,0,23.369635365237993,No Action
374,1,416.35,1,0.9999999963704129,1,416.3499984888214,Discount Email / Push Notification
218,9,1792.26,1,0.9998089723288107,1,1791.9176287460343,Discount Email / Push Notification
382,15,11123.35,1,0.9999999975759324,1,11123.349973036247,Personal Call + Premium Offer
409,3,361.94,1,0.9999999996976467,1,361.93999989056624,Discount Email / Push Notification
106,1,156.51,1,0.6564859237012877,0,102.74661191848853,No Action
621,1,127.65,1,1.0,1,127.65,Discount Email / Push Notification
449,1,572.77,1,0.9999999999810412,1,572.769999989141,Discount Email / Push Notification
316,1,1693.88,1,0.9999997786790079,1,1693.879625108798,Discount Email / Push Notification
263,1,158.95000000000002,1,0.9999913523059518,1,158.94862544903106,Discount Email / Push Notification
474,5,2146.39,1,0.9999999999967322,1,2146.389999992986,Discount Email / Push Notification
24,2,744.85,0,0.00600932969733762,0,4.476049225061926,No Action
5,4,1387.79,0,0.0016040250667757594,0,2.226049947420731,No Action
143,7,4041.97,1,0.9607848735594174,1,3883.4636353809583,Personal Call + Premium Offer
294,1,307.4,1,0.999999011718962,1,307.3996962024089,Discount Email / Push Notification
437,4,2124.46,1,0.9999999999556262,1,2124.4599999057295,Discount Email / Push Notification
173,2,289.36,1,0.9953044838180816,1,288.0013054376001,Discount Email / Push Notification
413,1,205.25,1,0.9999999997661531,1,205.24999995200292,Discount Email / Push Notification
9,10,4022.91,0,0.0021183721534856303,0,8.522020519978877,No Action
158,1,155.8,1,0.9865405884668356,1,153.70302368313298,Discount Email / Push Notification
318,1,215.78,1,0.9999998169533528,1,215.77996050219448,Discount Email / Push Notification
38,4,1207.5,0,0.016091385941697005,0,19.430348524599133,No Action
666,1,380.0,1,1.0,1,380.0,Discount Email / Push Notification
9,3,102.45,0,0.0021840334460198267,0,0.22375422654473126,No Action
17,25,5706.87,0,0.004346446684693417,0,24.80460619147632,No Action
108,4,1373.35,1,0.6879123279255585,0,944.7443955565657,No Action
394,4,496.0,1,0.9999999991428286,1,495.99999957484295,Discount Email / Push Notification
44,1,189.4,0,0.02409001617883653,0,4.562649064271639,No Action
67,13,2154.3,0,0.12117293256333779,0,261.04284862119863,No Action
464,2,182.59,1,0.9999999999935583,1,182.5899999988238,Discount Email / Push Notification
184,6,1071.45,1,0.9978908232263154,1,1069.1901225458357,Discount Email / Push Notification
39,8,4103.12,0,0.016583989386804217,0,68.04609853278411,No Action
379,8,4709.2300000000005,1,0.9999999973314018,1,4709.229987432957,Personal Call + Premium Offer
3,23,47781.12,0,0.0003869217673118276,0,18.487555394538514,No Action
218,12,4149.79,1,0.9998020022574579,1,4148.968350947976,Personal Call + Premium Offer
403,4,1157.3,1,0.9999999995337827,1,1157.2999994604468,Discount Email / Push Notification
226,1,201.19,1,0.9998840148585119,1,201.166664949384,Discount Email / Push Notification
4,9,2308.06,0,0.001558433684999039,0,3.5969584509988817,No Action
116,4,1992.18,1,0.7909493950372777,1,1575.713565805364,Discount Email / Push Notification
1,3,1316.56,0,0.001197649442920001,0,1.5767773505707565,No Action
423,1,474.03,1,0.9999999998829765,1,474.02999994452733,Discount Email / Push Notification
43,4,954.09,0,0.022885799308804713,0,21.83511226253749,No Action
65,19,6486.091,0,0.10151925697282999,0,658.4631389781598,No Action
11,10,5494.7,0,0.002319404405821589,0,12.744431388667886,No Action
85,3,449.68,0,0.30872877009010347,0,138.82915333411773,No Action
9,8,2863.45,0,0.0021397454778134747,0,6.127054188444994,No Action
266,1,152.55,1,0.9999929945699993,1,152.5489313216534,Discount Email / Push Notification
401,2,227.47000000000003,1,0.9999999994648425,1,227.46999987826774,Discount Email / Push Notification
